id,symbol,name,Proximal,Distal,foldChange,log2FoldChange,pval,FDR
ENSDARG00000035872,hsd17b12b,hydroxysteroid (17-beta) dehydrogenase 12b,309.392467,238.5826236,0.771133359,-0.374947714,0.00473631,0.016123432
ENSDARG00000035873,,four jointed box 1 (Drosophila),56.36175673,67.69307327,1.201042625,0.264287353,0.180507513,0.318069405
ENSDARG00000035875,tmem54b,transmembrane protein 54b,6.686582179,1.366770975,0.204523988,-2.289658035,0.002888141,0.010469959
ENSDARG00000035879,fuca1.2,"fucosidase, alpha-L- 1, tissue, tandem duplicate 2",116.3549057,155.2882298,1.334605483,0.416413336,0.006452523,0.021035639
ENSDARG00000035880,atp6v1c1b,"ATPase, H+ transporting, lysosomal, V1 subunit C1b",99.00629366,79.17711146,0.799719986,-0.322433153,0.067827686,0.147930217
ENSDARG00000035882,hrsp12,heat-responsive protein 12,113.3605368,83.10795985,0.733131909,-0.447855296,0.007446922,0.02378381
ENSDARG00000035883,nt5c1aa,"5'-nucleotidase, cytosolic IAa",2.633706636,1.625191365,0.61721914,-0.696145294,0.589381758,0.739488563
ENSDARG00000035887,zgc:91944,zgc:91944,490.2368462,458.5062266,0.935275051,-0.096537392,0.428566366,0.598923224
ENSDARG00000035889,zbtb8b,,143.9593085,165.3340691,1.148476763,0.199721668,0.18551096,0.324176697
ENSDARG00000035890,fuca1.1,"fucosidase, alpha-L- 1, tissue, tandem duplicate 1",641.2981885,980.7737574,1.529355993,0.612924267,9.20E-08,8.57E-07
ENSDARG00000035891,acana,,82.46788823,11.52683588,0.139784058,-2.838728257,1.11E-09,1.37E-08
ENSDARG00000035895,fndc5b,fibronectin type III domain containing 5b,49.49919832,65.0081511,1.313310922,0.39320851,0.062186321,0.137875014
ENSDARG00000035899,lingo1b,leucine rich repeat and Ig domain containing 1b,11.78351577,9.451850831,0.802141642,-0.318071085,0.44344059,0.612166125
ENSDARG00000035904,crabp1b,cellular retinoic acid binding protein 1b,109.7724667,83.65483754,0.76207703,-0.391991263,0.023657839,0.062876229
ENSDARG00000035905,slc25a44b,"solute carrier family 25, member 44 b",188.4825632,170.1473279,0.902722365,-0.147645744,0.320557614,0.487988188
ENSDARG00000035907,fam49a,"family with sequence similarity 49, member A",42.83222219,27.84291057,0.650054074,-0.621368364,0.011973644,0.035548797
ENSDARG00000035909,mfsd2ab,major facilitator superfamily domain containing 2ab,1644.079598,2516.869091,1.530867826,0.614349727,1.34E-08,1.41E-07
ENSDARG00000035910,znf281b,zinc finger protein 281b,218.0576614,225.9721671,1.036295306,0.051435176,0.728522451,0.847720909
ENSDARG00000035913,yars,tyrosyl-tRNA synthetase,1640.605953,1603.419475,0.977333707,-0.033076845,0.885859736,0.952875322
ENSDARG00000035914,tmem167a,transmembrane protein 167A,179.6782279,181.2431244,1.00870939,0.012510593,0.92905139,0.979437781
ENSDARG00000035918,bzw2,basic leucine zipper and W2 domains 2,34.79726489,91.05870709,2.616788722,1.387797447,5.40E-12,8.86E-11
ENSDARG00000035924,dync1li2,"dynein, cytoplasmic 1, light intermediate chain 2",2008.042867,2281.058597,1.135961039,0.183913354,0.094782481,0.192995405
ENSDARG00000035942,hrh3,histamine receptor H3,64.71318188,99.53949128,1.538155755,0.621201599,0.00333863,0.011887616
ENSDARG00000035949,tmem106bb,transmembrane protein 106Bb,304.9140335,374.4214428,1.227956649,0.29625963,0.016519937,0.046531787
ENSDARG00000035952,cdr2a,cerebellar degeneration-related protein 2a,243.2667383,179.2951469,0.737032161,-0.440200521,0.03350215,0.083698156
ENSDARG00000035954,tdp2b,tyrosyl-DNA phosphodiesterase 2b,27.15157191,23.96212253,0.882536012,-0.180272946,0.557006262,0.714074972
ENSDARG00000035957,gmnn,"geminin, DNA replication inhibitor",20.85175399,24.62070393,1.180741112,0.239692675,0.39227729,0.563035551
ENSDARG00000035958,tnni2b.1,"troponin I type 2b (skeletal, fast), tandem duplicate 1",2.071446675,2.758418875,1.33147883,0.413029491,0.758779569,0.86765162
ENSDARG00000035961,,potassium voltage-gated channel subfamily G member 2-like,18.17865947,47.28052314,2.600792563,1.378951335,9.61E-08,8.94E-07
ENSDARG00000035963,ccdc96,coiled-coil domain containing 96,14.55770219,12.87987461,0.884754317,-0.176651199,0.632691901,0.773214576
ENSDARG00000035966,pgr,,8.518935079,0.85388355,0.100339209,-3.317042619,0.000292464,0.001383631
ENSDARG00000035970,ptprn2,"protein tyrosine phosphatase, receptor type, N polypeptide 2",5.376254822,4.463059679,0.830174471,-0.268513527,0.696964729,0.824701073
ENSDARG00000035978,ube3c,ubiquitin protein ligase E3C,727.3717165,834.4274439,1.14718139,0.198093525,0.081391473,0.171025861
ENSDARG00000035985,si:ch211-105d11.2,si:ch211-105d11.2,188.8606873,167.9031606,0.889032408,-0.169692084,0.25377677,0.410746303
ENSDARG00000035986,ptpn2b,"protein tyrosine phosphatase, non-receptor type 2, b",631.3688408,625.2402253,0.990293145,-0.014072442,0.939890818,0.986981795
ENSDARG00000035987,psmg2,"proteasome (prosome, macropain) assembly chaperone 2",248.1416023,209.499881,0.84427615,-0.244213135,0.068676437,0.149419292
ENSDARG00000035990,cited4a,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4a",531.575324,929.1781541,1.747969411,0.805679939,0.00109182,0.004469644
ENSDARG00000035993,sumo3b,small ubiquitin-like modifier 3b,258.8461532,199.7700523,0.77177226,-0.373752906,0.006039935,0.019834241
ENSDARG00000036005,pitpnb,"phosphatidylinositol transfer protein, beta",1514.152546,1026.899032,0.678200725,-0.560215769,3.62E-07,3.07E-06
ENSDARG00000036008,caly,calcyon neuron-specific vesicular protein,39.80562444,45.27316386,1.137352501,0.18567946,0.442246864,0.611216818
ENSDARG00000036028,arrdc3b,arrestin domain containing 3b,897.8096949,847.0084836,0.943416567,-0.084033159,0.533529232,0.694400964
ENSDARG00000036031,sept5b,septin 5b,3.153581771,2.60488557,0.826063725,-0.275675014,0.7715656,0.876790393
ENSDARG00000036036,mdka,midkine a,601.9654712,1351.740702,2.245543176,1.167064462,3.28E-12,5.48E-11
ENSDARG00000036038,harbi1,harbinger transposase derived 1,54.33697659,65.74402615,1.209927757,0.274920909,0.181109891,0.318914746
ENSDARG00000036040,atg13,ATG13 autophagy related 13 homolog (S. cerevisiae),414.1313192,647.6410701,1.563853001,0.645104908,5.90E-08,5.65E-07
ENSDARG00000036041,f2,coagulation factor II (thrombin),7.453294624,6.394613766,0.857977057,-0.220989025,0.693109882,0.822110006
ENSDARG00000036043,,,31.68248008,24.59971843,0.776452535,-0.36503036,0.20939108,0.355992215
ENSDARG00000036044,rps20,,10544.25481,7433.612864,0.704991798,-0.504321622,1.27E-06,9.77E-06
ENSDARG00000036045,penkb,proenkephalin b,13.80011269,7.582229058,0.549465049,-0.86390038,0.045505896,0.107037185
ENSDARG00000036055,thap11,THAP domain containing 11,37.51581271,34.61612192,0.922709565,-0.116051483,0.692588943,0.821754599
ENSDARG00000036056,vrk3,,132.111815,162.1807372,1.227600345,0.295840956,0.048710602,0.113356164
ENSDARG00000036057,tradd,tnfrsf1a-associated via death domain,207.3987882,240.5369704,1.159779248,0.213850229,0.130311739,0.247932358
ENSDARG00000036058,gnao1b,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, b",32.92427735,30.64429198,0.930752736,-0.103530143,0.669173905,0.802076517
ENSDARG00000036059,tmppe,transmembrane protein with metallophosphoesterase domain,116.5958278,171.4476679,1.470440244,0.556248157,0.000307367,0.001445371
ENSDARG00000036060,exosc6,exosome component 6,156.678282,115.9074214,0.739781418,-0.434829032,0.005293621,0.017683687
ENSDARG00000036061,ogfod1,,234.0971335,198.8130348,0.849276463,-0.235693827,0.089719873,0.184744316
ENSDARG00000036063,ppp1r11,"protein phosphatase 1, regulatory (inhibitor) subunit 11",101.5767639,113.7943492,1.120278148,0.163856976,0.294273751,0.458809064
ENSDARG00000036064,cnep1r1,CTD nuclear envelope phosphatase 1 regulatory subunit 1,77.66925271,85.40910584,1.09965016,0.137044622,0.437518093,0.606462057
ENSDARG00000036065,mgat1b,"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase b",297.3934051,304.3801824,1.023493304,0.033501664,0.803376565,0.897780888
ENSDARG00000036066,si:dkey-78a14.4,si:dkey-78a14.4,33.82986611,28.65914941,0.847159789,-0.239293982,0.388824503,0.55955535
ENSDARG00000036067,si:dkey-78a14.5,si:dkey-78a14.5,108.0707707,109.894891,1.016878785,0.024147716,0.912404964,0.968651657
ENSDARG00000036068,zgc:103601,zgc:103601,0.940138059,2.664964801,2.832703209,1.502179454,0.182108172,0.320008912
ENSDARG00000036069,ddx39b,DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B,262.3457389,235.8869762,0.89914583,-0.153372974,0.250516378,0.407045635
ENSDARG00000036070,znrd1,zinc ribbon domain containing 1,42.71891436,29.7357817,0.696087109,-0.522660237,0.058362005,0.131047143
ENSDARG00000036071,gtf2h4,"general transcription factor IIH, polypeptide 4",191.6840435,167.7141028,0.874951429,-0.192725163,0.168355851,0.301607496
ENSDARG00000036073,cebpg,"CCAAT/enhancer binding protein (C/EBP), gamma",880.3540017,975.5936306,1.108183209,0.148196412,0.164552124,0.296815253
ENSDARG00000036074,cebpa,"CCAAT/enhancer binding protein (C/EBP), alpha",840.0835326,643.3754763,0.765847306,-0.384871317,0.037921626,0.092343952
ENSDARG00000036076,heatr3,HEAT repeat containing 3,550.1256746,368.037907,0.669007565,-0.57990557,1.74E-06,1.30E-05
ENSDARG00000036080,cd81a,CD81 molecule a,4941.049558,7459.665455,1.509732873,0.594293307,1.96E-08,2.01E-07
ENSDARG00000036082,tph1b,tryptophan hydroxylase 1b,26.1519494,9.505827107,0.363508794,-1.459937827,0.000548559,0.002423266
ENSDARG00000036086,itga11a,"integrin, alpha 11a",207.9481946,196.8486936,0.946623977,-0.07913663,0.579684267,0.732832636
ENSDARG00000036090,pard6gb,par-6 family cell polarity regulator gamma b,502.8149378,429.0546541,0.853305597,-0.228865583,0.083859436,0.175142446
ENSDARG00000036092,sdhaf3,succinate dehydrogenase complex assembly factor 3,84.46005212,62.79198729,0.74345495,-0.427682771,0.022807479,0.061011115
ENSDARG00000036094,,E3 SUMO-protein ligase PIAS1,128.7577647,121.7198362,0.945340199,-0.081094491,0.779992522,0.882691601
ENSDARG00000036096,smad3a,SMAD family member 3a,1180.071554,2205.592184,1.869031846,0.902291151,3.78E-16,9.12E-15
ENSDARG00000036100,eya3,EYA transcriptional coactivator and phosphatase 3,327.4719756,315.0431506,0.962046258,-0.055821831,0.663301121,0.797938804
ENSDARG00000036102,ctdsp2,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2",1127.100562,1588.559929,1.409421282,0.495102904,6.21E-06,4.22E-05
ENSDARG00000036104,si:dkeyp-92c9.3,si:dkeyp-92c9.3,191.9205291,143.2110234,0.74620093,-0.422363937,0.145320851,0.269478583
ENSDARG00000036105,si:dkeyp-92c9.2,si:dkeyp-92c9.2,11.38748304,16.16838939,1.41980186,0.505689609,0.182841274,0.320869388
ENSDARG00000036106,rgs18,regulator of G-protein signaling 18,32.35310337,13.84504016,0.427953141,-1.224475259,5.90E-05,0.000328852
ENSDARG00000036107,txnipa,thioredoxin interacting protein a,3418.394812,7083.87398,2.072280499,1.051219296,5.00E-23,1.99E-21
ENSDARG00000036109,mtx1b,metaxin 1b,123.4124562,118.8399811,0.962949947,-0.054467284,0.754474773,0.864176948
ENSDARG00000036116,eif3hb,"eukaryotic translation initiation factor 3, subunit H, b",51.197289,43.8525181,0.856542649,-0.223403012,0.325445178,0.49282616
ENSDARG00000036117,mchr2,melanin-concentrating hormone receptor 2-like,61.06654946,96.98889729,1.58823955,0.667428527,0.000194636,0.000961432
ENSDARG00000036125,nitr13,novel immune-type receptor 13,2.598388561,1.773021831,0.682476586,-0.551148543,0.585173073,0.736588533
ENSDARG00000036135,bbox1,"butyrobetaine (gamma), 2-oxoglutarate dioxygenase (gamma-butyrobetaine hydroxylase) 1",90.7306875,62.33291261,0.687013703,-0.54158922,0.013882971,0.040177699
ENSDARG00000036136,tipin,timeless interacting protein,72.92759883,78.40507563,1.075107391,0.104480776,0.549247888,0.707540598
ENSDARG00000036139,lctla,lactase-like a,1.124453902,1.660693814,1.476465461,0.562147608,0.735142389,0.84978298
ENSDARG00000036144,tssc4,tumor suppressing subtransferable candidate 4,233.0975794,224.2560703,0.962069657,-0.055786741,0.653711861,0.789881007
ENSDARG00000036147,ano5b,anoctamin 5b,498.6836188,314.1888259,0.63003713,-0.666491242,7.65E-08,7.21E-07
ENSDARG00000036152,,,62.1921228,92.65648818,1.489834953,0.575152515,0.00172762,0.006707568
ENSDARG00000036155,gla,,10.08954698,11.15159586,1.105251865,0.144375168,0.77268659,0.877456895
ENSDARG00000036156,fnbp1a,formin binding protein 1a,47.79808535,23.2990842,0.487458788,-1.036647844,8.28E-05,0.000447937
ENSDARG00000036158,nudcd1,NudC domain containing 1,254.8145451,246.6975127,0.968145458,-0.046704275,0.710426724,0.834858896
ENSDARG00000036161,hnrnpa0l,"heterogeneous nuclear ribonucleoprotein A0, like",4520.412363,4016.082558,0.888432812,-0.170665418,0.33145657,0.49898489
ENSDARG00000036162,hnrnpa0b,heterogeneous nuclear ribonucleoprotein A0b,77.82461508,52.50637878,0.674679907,-0.567724897,0.003986282,0.013872854
ENSDARG00000036164,cars,cysteinyl-tRNA synthetase,769.2745831,514.3780044,0.668653751,-0.580668761,0.003181982,0.01139576
ENSDARG00000036168,nfatc1,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1",537.1457166,502.0480825,0.934659129,-0.097487786,0.397025862,0.567935534
ENSDARG00000036175,pcdh1b,protocadherin-1,1366.901409,2507.833636,1.834684481,0.875531978,1.16E-15,2.67E-14
ENSDARG00000036179,myo1ea,"myosin IE, a",1635.921196,3713.301322,2.269852644,1.182598643,8.34E-18,2.29E-16
ENSDARG00000036180,ccnb2,cyclin B2,29.7175238,75.12944381,2.528067825,1.33803517,3.53E-07,3.00E-06
ENSDARG00000036186,mbpa,myelin basic protein a,460.0207418,82.43435227,0.179198818,-2.480366976,1.72E-67,4.38E-65
ENSDARG00000036189,zgc:112531,spermatogenesis associated 4,2.632988004,0.677730568,0.257681723,-1.95633788,0.216695231,0.365489707
ENSDARG00000036190,txnl4a,thioredoxin-like 4A,147.7954271,155.8087289,1.054218508,0.076173925,0.595265947,0.744925903
ENSDARG00000036194,pitx2,paired-like homeodomain 2,25.3338645,45.90203732,1.81185249,0.857465505,0.004057637,0.014093934
ENSDARG00000036212,tbc1d5,"TBC1 domain family, member 5",629.7225551,628.7659952,0.998480984,-0.002193142,0.995703042,1
ENSDARG00000036214,dazl,deleted in azoospermia-like,3.734633701,1.678856108,0.449684376,-1.153015337,0.214649966,0.362929331
ENSDARG00000036215,lcp2b,lymphocyte cytosolic protein 2b,99.48736274,96.29474809,0.967909667,-0.047055684,0.877853655,0.947923177
ENSDARG00000036232,trpm7,,463.5642376,364.4026757,0.786089306,-0.347234872,0.004377244,0.015065445
ENSDARG00000036235,zbtb3,zinc finger and BTB domain containing 3,79.47858464,70.42255187,0.886058378,-0.17452634,0.348454825,0.517998732
ENSDARG00000036237,slc27a2a,"solute carrier family 27 (fatty acid transporter), member 2a",2.226890943,1.677002604,0.753179867,-0.408933659,0.783547763,0.884747037
ENSDARG00000036239,gatm,glycine amidinotransferase (L-arginine:glycine amidinotransferase),84.83681286,60.85788844,0.717355698,-0.479239444,0.010307229,0.031375004
ENSDARG00000036245,sb:cb649,sb:cb649,13.76747818,6.498535966,0.47205914,-1.082960483,0.011673014,0.034744401
ENSDARG00000036252,rras2,related RAS viral (r-ras) oncogene homolog 2,628.7892198,488.4147987,0.776754764,-0.364468911,0.002248407,0.008431617
ENSDARG00000036254,hoxa13b,homeobox A13b,505.4374597,1003.809124,1.986018485,0.989879051,2.25E-09,2.67E-08
ENSDARG00000036257,rasal2,RAS protein activator like 2,1187.206697,1235.957679,1.041063567,0.058058161,0.631540208,0.772638109
ENSDARG00000036272,gcgrb,glucagon receptor b,3.722945738,3.623331692,0.973250403,-0.039117057,1,1
ENSDARG00000036279,lamc1,"laminin, gamma 1",2815.556055,3320.816485,1.179453096,0.238118047,0.026585482,0.069212869
ENSDARG00000036281,,,1106.4211,1402.234137,1.267360022,0.341826412,0.001866816,0.00716833
ENSDARG00000036282,rnaset2,ribonuclease T2,217.9230153,362.2513027,1.662287207,0.73316967,2.25E-08,2.29E-07
ENSDARG00000036291,nucb2b,nucleobindin 2b,357.2345267,339.9457448,0.951603968,-0.071566807,0.589497762,0.739526459
ENSDARG00000036292,cdx4,caudal type homeobox 4,2.813220687,1.345443661,0.478442813,-1.063581602,0.314230444,0.480888364
ENSDARG00000036293,gnb1l,"guanine nucleotide binding protein (G protein), beta polypeptide 1-like",88.56370675,59.50639693,0.6719087,-0.573662885,0.001813747,0.006994388
ENSDARG00000036295,golga7ba,"golgin A7 family, member Ba",11.57058164,7.000133546,0.605028229,-0.724925639,0.137448967,0.25854839
ENSDARG00000036298,rps13,ribosomal protein S13,7585.79639,5337.239595,0.703583331,-0.507206792,1.39E-06,1.06E-05
ENSDARG00000036299,nucb2a,nucleobindin 2a,627.2566473,602.2919003,0.960200171,-0.058592902,0.618130792,0.762600667
ENSDARG00000036304,,"dynein assembly factor 3, axonemal-like",14.56807783,22.12756892,1.518872312,0.603000591,0.076627519,0.163223612
ENSDARG00000036305,phf23b,PHD finger protein 23b,265.0899757,225.1818774,0.849455085,-0.235390427,0.096875977,0.196267777
ENSDARG00000036308,nod1,nucleotide-binding oligomerization domain containing 1,431.4706317,365.4193993,0.846916396,-0.239708535,0.163162972,0.294786645
ENSDARG00000036316,rpl39,ribosomal protein L39,7856.262147,5662.267725,0.720733079,-0.472463034,6.29E-06,4.26E-05
ENSDARG00000036329,ndufa1,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1",235.2604433,286.5623236,1.218063273,0.284589077,0.034603331,0.085808049
ENSDARG00000036335,c1galt1c1,,610.1687542,995.3549896,1.63127717,0.706001931,4.97E-10,6.43E-09
ENSDARG00000036337,cers3b,ceramide synthase 3b,470.0728336,202.4349666,0.430647171,-1.215421741,3.21E-14,6.45E-13
ENSDARG00000036338,vps11,vacuolar protein sorting 11,233.8022073,253.0762885,1.082437197,0.114283323,0.355166557,0.524859169
ENSDARG00000036345,cmtr2,cap methyltransferase 2,91.42937758,120.5713784,1.318734337,0.399153958,0.013451097,0.03915017
ENSDARG00000036359,minal,MYC induced nuclear antigen-like,376.1963735,202.3628678,0.537919406,-0.894538058,1.07E-11,1.70E-10
ENSDARG00000036371,acta1a,"actin, alpha 1a, skeletal muscle",4.301969821,7.009065438,1.629122613,0.70409519,0.221344574,0.371097946
ENSDARG00000036375,cyfip2,cytoplasmic FMR1 interacting protein 2,83.76703972,61.3965479,0.732947173,-0.448218875,0.015373078,0.04378091
ENSDARG00000036376,cldn7a,claudin 7a,53.68421389,24.5301881,0.456944963,-1.129907684,2.12E-05,0.000129384
ENSDARG00000036382,ponzr6,plac8 onzin related protein 6,47.10735869,34.73437992,0.737350672,-0.439577191,0.045947482,0.10798904
ENSDARG00000036383,si:ch73-335m24.5,si:ch73-335m24.5,4.108112424,9.584095546,2.332643782,1.22196601,0.026867126,0.069765537
ENSDARG00000036386,rbm4.1,RNA binding motif protein 4.1,358.5075361,228.0407012,0.63608444,-0.6527098,6.92E-07,5.59E-06
ENSDARG00000036394,pop7,"POP7 homolog, ribonuclease P/MRP subunit",53.71007661,55.94237942,1.041561312,0.058747767,0.754949477,0.864466831
ENSDARG00000036414,,insulin receptor substrate 1-B,6995.051782,3005.952885,0.42972569,-1.218512067,4.70E-24,1.98E-22
ENSDARG00000036415,glb1,"galactosidase, beta 1",254.1565453,379.1967126,1.49197897,0.5772272,7.31E-06,4.88E-05
ENSDARG00000036420,,active breakpoint cluster region-related protein-like,84.38127595,51.72322039,0.612974938,-0.706100005,0.005102418,0.017165011
ENSDARG00000036422,,netrin-1-like,1236.569512,35.48036954,0.028693365,-5.123139,2.14E-156,4.55E-153
ENSDARG00000036424,,protocadherin 20,210.517363,332.3555095,1.578753058,0.658785529,0.000184132,0.000913402
ENSDARG00000036426,zgc:103586,zgc:103586,8.056627993,9.094688661,1.12882956,0.174827672,0.760564779,0.869025928
ENSDARG00000036427,slc3a2a,"solute carrier family 3 (amino acid transporter heavy chain), member 2a",87.30627043,88.64548888,1.01533914,0.021961692,0.951462561,0.993576199
ENSDARG00000036428,si:dkey-264d12.4,si:dkey-264d12.4,67.13127056,191.272866,2.849208948,1.510561426,3.83E-21,1.35E-19
ENSDARG00000036438,ndufv1,NADH dehydrogenase (ubiquinone) flavoprotein 1,712.5945271,900.2684347,1.263366665,0.337273411,0.003058876,0.011008756
ENSDARG00000036442,atp11c,"ATPase, Class VI, type 11C",2116.222946,1449.073688,0.684745436,-0.546360351,3.18E-07,2.73E-06
ENSDARG00000036445,serpinh2,"serine (or cysteine) peptidase inhibitor, clade H, member 2",102.199277,89.73451769,0.878035954,-0.187648078,0.263277642,0.422587609
ENSDARG00000036446,,,6.141220177,4.898482525,0.797672891,-0.326130847,0.603157274,0.751066392
ENSDARG00000036456,anxa4,annexin A4,1732.56052,1268.062524,0.731901009,-0.450279561,3.49E-05,0.000204004
ENSDARG00000036457,cacng6a,"calcium channel, voltage-dependent, gamma subunit 6a",34.980726,50.93537823,1.456085335,0.542094909,0.054247804,0.123659843
ENSDARG00000036460,tmtops3a,teleost multiple tissue opsin 3a,1.660444547,3.004564541,1.809006835,0.855197859,0.437104046,0.606077558
ENSDARG00000036462,rab11fip1b,,221.3055097,188.938435,0.853745492,-0.228122039,0.110189164,0.217204346
ENSDARG00000036463,cldn15a,claudin 15a,2.411376983,1.445312222,0.599538228,-0.738076348,0.55885416,0.715230642
ENSDARG00000036473,,"small nuclear RNA activating complex, polypeptide 2, 45kDa",72.00155482,74.91734009,1.040495581,0.057270837,0.760764235,0.86916896
ENSDARG00000036479,si:dkeyp-80c12.4,"inositol 1,4,5-trisphosphate receptor-interacting protein",40.78634637,19.17301349,0.470097106,-1.088969296,0.00060102,0.002630192
ENSDARG00000036481,tcn2,transcobalamin II,49.26459591,62.34451199,1.265497978,0.339705202,0.100455985,0.202138412
ENSDARG00000036482,hexim1,hexamethylene bis-acetamide inducible 1,335.5319283,342.7102931,1.02139392,0.030539377,0.743301708,0.855314085
ENSDARG00000036483,c1ql3b,"complement component 1, q subcomponent-like 3b",4.817828719,2.662399647,0.552706851,-0.855413599,0.282884258,0.445563172
ENSDARG00000036489,zgc:112356,zgc:112356,360.90473,347.3043417,0.962315954,-0.055417448,0.718395093,0.841549565
ENSDARG00000036493,,leucine-rich repeat-containing protein 14-like,94.4838953,86.00762235,0.910289651,-0.135602416,0.457990948,0.625655108
ENSDARG00000036494,gstcd,"glutathione S-transferase, C-terminal domain containing",104.3666447,122.1958306,1.170830586,0.22753234,0.148811927,0.274063137
ENSDARG00000036499,zgc:162171,zgc:162171,7.129858965,3.51813628,0.493508047,-1.018854486,0.11467145,0.224047089
ENSDARG00000036500,fam122b,family with sequence similarity 122B,186.1935889,137.8847108,0.740546283,-0.43333819,0.004785685,0.016256049
ENSDARG00000036501,rab39bb,"RAB39B, member RAS oncogene family b",44.12667587,30.56892767,0.692760882,-0.529570626,0.034820634,0.086190732
ENSDARG00000036505,syt4,synaptotagmin IV,18.69974855,22.7276139,1.215385247,0.281413685,0.443354729,0.612133448
ENSDARG00000036510,ccnt2b,cyclin T2b,1027.880347,1015.99765,0.988439622,-0.016775253,0.858373894,0.935439825
ENSDARG00000036541,rhbdf1a,rhomboid 5 homolog 1a (Drosophila),1502.741422,1565.994177,1.042091548,0.059482025,0.566579407,0.721213121
ENSDARG00000036542,pknox1.2,pbx/knotted 1 homeobox 1.2,313.3651413,402.1937595,1.283465909,0.360044976,0.003863763,0.013514797
ENSDARG00000036545,si:dkey-22n8.2,,9.866980212,16.3112409,1.653047589,0.725128259,0.067867404,0.147989259
ENSDARG00000036546,pdxkb,"pyridoxal (pyridoxine, vitamin B6) kinase b",131.6084858,120.2742916,0.913880112,-0.129923178,0.413498533,0.58400336
ENSDARG00000036548,s1pr2,sphingosine-1-phosphate receptor 2,883.7158418,651.053623,0.736723113,-0.44080559,0.000137814,0.000706242
ENSDARG00000036549,agpat3,1-acylglycerol-3-phosphate O-acyltransferase 3,1020.983897,876.2421701,0.858233234,-0.220558326,0.050520736,0.116871335
ENSDARG00000036558,col18a1,,1999.532967,4603.998149,2.302536103,1.203223778,3.90E-29,2.23E-27
ENSDARG00000036560,gpr185b,G protein-coupled receptor 185 b,2.760802103,1.06482691,0.385917191,-1.373636783,0.298351257,0.463499025
ENSDARG00000036567,aanat1,arylalkylamine N-acetyltransferase 1,1.312105912,5.034714399,3.834964379,1.939213177,0.021322453,0.057763476
ENSDARG00000036569,bach2a,transcription regulator protein BACH2-like,23.10721468,7.838692343,0.339259975,-1.559536858,0.000109212,0.000573351
ENSDARG00000036571,sema3e,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",458.0420057,857.7643427,1.872674251,0.905099967,7.39E-15,1.58E-13
ENSDARG00000036575,,,143.8100154,147.011303,1.022260378,0.031762709,0.80224059,0.896997702
ENSDARG00000036577,atp6v0cb,"ATPase, H+ transporting, lysosomal, V0 subunit cb",50.43208105,58.79270719,1.165776629,0.221291384,0.292391723,0.456635253
ENSDARG00000036587,cbr1,carbonyl reductase 1,681.0593334,680.5187344,0.999206239,-0.001145609,0.952826329,0.99468221
ENSDARG00000036588,mhc1zha,major histocompatibility complex class I ZHA,7412.491078,11889.20909,1.603942367,0.681622303,1.07E-10,1.50E-09
ENSDARG00000036592,setd4,SET domain containing 4,129.488331,128.1064171,0.989327972,-0.015479228,0.979379875,1
ENSDARG00000036593,kdm2ba,,460.8616326,345.9873591,0.750740752,-0.413613298,0.000928705,0.003877439
ENSDARG00000036613,tab1,TGF-beta activated kinase 1/MAP3K7 binding protein 1,212.1094286,213.3157013,1.005687003,0.00818137,0.898327229,0.959626928
ENSDARG00000036616,gpr182,G protein-coupled receptor 182,104.0973816,157.8560749,1.51642199,0.600671282,0.000119436,0.000620346
ENSDARG00000036619,,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",175.9173915,162.0706705,0.921288951,-0.118274383,0.440743642,0.609874755
ENSDARG00000036625,polr2f,polymerase (RNA) II (DNA directed) polypeptide F,374.9099716,329.6360184,0.879240789,-0.185669779,0.133027514,0.252340407
ENSDARG00000036626,sema6ba,,1.119817414,14.76415886,13.17356305,3.719573698,1.59E-09,1.93E-08
ENSDARG00000036628,cd74b,"CD74 molecule, major histocompatibility complex, class II invariant chain b",7694.613468,11684.48481,1.518527777,0.602673299,1.06E-08,1.13E-07
ENSDARG00000036629,rps14,ribosomal protein S14,13564.89135,9383.57005,0.691754185,-0.531668628,3.30E-07,2.82E-06
ENSDARG00000036630,plp2,proteolipid protein 2,715.5240646,619.0713542,0.865200096,-0.20889427,0.076864419,0.163554402
ENSDARG00000036636,ebpl,emopamil binding protein-like,11.18730807,17.85592615,1.596034542,0.674491875,0.076061355,0.162273469
ENSDARG00000036637,arl11,ADP-ribosylation factor-like 11,59.09401565,113.7321509,1.924581112,0.944544475,8.89E-06,5.83E-05
ENSDARG00000036645,rcbtb1,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,174.4135561,173.5683332,0.995153943,-0.007008378,0.995037424,1
ENSDARG00000036650,cdadc1,cytidine and dCMP deaminase domain containing 1,146.3801824,180.9338337,1.23605255,0.305740079,0.044190908,0.104645957
